source,target,relation
Cattleya_warneri,C6_robuste,has_trait
Celosia,Celosia_corymbifera,has_species
Celosia_corymbifera,C3_orthotrope,has_trait
Celosia,Celosia_grandifolia,has_species
Celosia_grandifolia,C3_orthotrope,has_trait
Centaurea,Centaurea_melitensis,has_species
Centaurea_melitensis,C3_orthotrope,has_trait
Cerradicola,Cerradicola_diversifolia,has_species
Cerradicola_diversifolia,C3_orthotrope,has_trait
Cerradicola,Cerradicola_peduncularis,has_species
Cerradicola_peduncularis,C3_orthotrope,has_trait
Chamaecrista,Chamaecrista_altoana,has_species
Chamaecrista_altoana,C3_orthotrope,has_trait
Chamaecrista,Chamaecrista_anamariae,has_species
Chamaecrista_anamariae,C3_orthotrope,has_trait
Chamaecrista,Chamaecrista_philippi,has_species
Chamaecrista_philippi,C3_orthotrope,has_trait
Chamaecrista,Chamaecrista_planaltoana,has_species
Chamaecrista_planaltoana,C3_orthotrope,has_trait
Chamaecrista,Chamaecrista_polita,has_species
Chamaecrista_polita,C3_orthotrope,has_trait
Cheiroglossa,Cheiroglossa_palmata,has_species
Cheiroglossa_palmata,C8_plagiotrope,has_trait
Chromolaena,Chromolaena_barbacensis,has_species
Chromolaena_barbacensis,C3_orthotrope,has_trait
Chromolaena,Chromolaena_caaguazuensis,has_species
Chromolaena_caaguazuensis,C8_plagiotrope,has_trait
Chromolaena,Chromolaena_congesta,has_species
Chromolaena_congesta,C3_orthotrope,has_trait
Chromolaena,Chromolaena_extensa,has_species
Chromolaena_extensa,C3_orthotrope,has_trait
Chromolaena,Chromolaena_ferruginea,has_species
Chromolaena_ferruginea,C3_orthotrope,has_trait
Chromolaena,Chromolaena_kleinii,has_species
Chromolaena_kleinii,C3_orthotrope,has_trait
Chromolaena,Chromolaena_lilacina,has_species
Chromolaena_lilacina,C3_orthotrope,has_trait
Chromolaena,Chromolaena_morii,has_species
Chromolaena_morii,C3_orthotrope,has_trait
Chromolaena,Chromolaena_odorata,has_species
Chromolaena_odorata,C3_orthotrope,has_trait
Chromolaena,Chromolaena_squalida,has_species
Chromolaena_squalida,C3_orthotrope,has_trait
Chromolaena,Chromolaena_stachyophylla,has_species
Chromolaena_stachyophylla,C6_robuste,has_trait
Chromolaena,Chromolaena_tecta,has_species
Chromolaena_tecta,C3_orthotrope,has_trait
Cinnagrostis,Cinnagrostis_reitzii,has_species
Cinnagrostis_reitzii,C3_orthotrope,has_trait
Cirsium,Cirsium_vulgare,has_species
Cirsium_vulgare,C3_orthotrope,has_trait
Cladastomum,Cladastomum_robustum,has_species
Cladastomum_robustum,C3_orthotrope,has_trait
Comanthera,Comanthera_curralensis,has_species
Comanthera_curralensis,C3_orthotrope,has_trait
Conchocarpus,Conchocarpus_diadematus,has_species
Conchocarpus_diadematus,C3_orthotrope,has_trait
Conchocarpus,Conchocarpus_fissicalyx,has_species
Conchocarpus_fissicalyx,C3_orthotrope,has_trait
Conchocarpus,Conchocarpus_mastigophorus,has_species
Conchocarpus_mastigophorus,C3_orthotrope,has_trait
Conchocarpus_mastigophorus,C8_plagiotrope,has_trait
Conchocarpus,Conchocarpus_minutiflorus,has_species
Conchocarpus_minutiflorus,C3_orthotrope,has_trait
Cortaderia,Cortaderia_roraimensis,has_species
Cortaderia_roraimensis,C3_orthotrope,has_trait
Cortaderia,Cortaderia_vaginata,has_species
Cortaderia_vaginata,C3_orthotrope,has_trait
Crotalaria,Crotalaria_juncea,has_species
Crotalaria_juncea,C3_orthotrope,has_trait
Croton,Croton_bidentatus,has_species
Croton_bidentatus,C3_orthotrope,has_trait
Croton,Croton_piauhiensis,has_species
Croton_piauhiensis,C3_orthotrope,has_trait
Cryptanthus,Cryptanthus_venecianus,has_species
Cryptanthus_venecianus,C3_orthotrope,has_trait
Ctenanthe,Ctenanthe_amphiandina,has_species
Ctenanthe_amphiandina,C1_rampant,has_trait
Ctenanthe,Ctenanthe_burle-marxii,has_species
Ctenanthe_burle-marxii,C1_rampant,has_trait
Ctenanthe,Ctenanthe_casupoides,has_species
Ctenanthe_casupoides,C1_rampant,has_trait
Ctenitis,Ctenitis_abyssi,has_species
Ctenitis_abyssi,C3_orthotrope,has_trait
Curtia,Curtia_verticillaris,has_species
Curtia_verticillaris,C6_robuste,has_trait
Cyathea,Cyathea_abreviata,has_species
Cyathea_abreviata,C3_orthotrope,has_trait
Cyathea,Cyathea_andina,has_species
Cyathea_andina,C3_orthotrope,has_trait
Cyathea,Cyathea_atrovirens,has_species
Cyathea_atrovirens,C3_orthotrope,has_trait
Cyathea,Cyathea_bipinnatifida,has_species
Cyathea_bipinnatifida,C3_orthotrope,has_trait
Cyathea,Cyathea_ctenitoides,has_species
Cyathea_ctenitoides,C3_orthotrope,has_trait
Cyathea,Cyathea_cyatheoides,has_species
Cyathea_cyatheoides,C3_orthotrope,has_trait
Cyathea,Cyathea_cylindrica,has_species
Cyathea_cylindrica,C3_orthotrope,has_trait
Cyathea,Cyathea_dejecta,has_species
Cyathea_dejecta,C3_orthotrope,has_trait
Cyathea,Cyathea_delgadii,has_species
Cyathea_delgadii,C3_orthotrope,has_trait
Cyathea,Cyathea_demissa,has_species
Cyathea_demissa,C3_orthotrope,has_trait
Cyathea,Cyathea_dichromatolepis,has_species
Cyathea_dichromatolepis,C3_orthotrope,has_trait
Cyathea,Cyathea_feeana,has_species
Cyathea_feeana,C3_orthotrope,has_trait
Cyathea,Cyathea_glaziovii,has_species
Cyathea_glaziovii,C3_orthotrope,has_trait
Cyathea,Cyathea_gracilis,has_species
Cyathea_gracilis,C3_orthotrope,has_trait
Cyathea,Cyathea_hirsuta,has_species
Cyathea_hirsuta,C3_orthotrope,has_trait
Cyathea,Cyathea_indefinita,has_species
Cyathea_indefinita,C3_orthotrope,has_trait
Cyathea,Cyathea_lasiosora,has_species
Cyathea_lasiosora,C3_orthotrope,has_trait
Cyathea,Cyathea_lechleri,has_species
Cyathea_lechleri,C3_orthotrope,has_trait
Cyathea,Cyathea_leucofolis,has_species
Cyathea_leucofolis,C3_orthotrope,has_trait
Cyathea,Cyathea_leucolepismata,has_species
Cyathea_leucolepismata,C3_orthotrope,has_trait
Cyathea,Cyathea_macrocarpa,has_species
Cyathea_macrocarpa,C3_orthotrope,has_trait
Cyathea,Cyathea_macrosora,has_species
Cyathea_macrosora,C3_orthotrope,has_trait
Cyathea,Cyathea_marginalis,has_species
Cyathea_marginalis,C3_orthotrope,has_trait
Cyathea,Cyathea_microdonta,has_species
Cyathea_microdonta,C3_orthotrope,has_trait
Cyathea,Cyathea_miersii,has_species
Cyathea_miersii,C3_orthotrope,has_trait
Cyathea,Cyathea_minima,has_species
Cyathea_minima,C3_orthotrope,has_trait
Cyathea,Cyathea_multiflora,has_species
Cyathea_multiflora,C3_orthotrope,has_trait
Cyathea,Cyathea_neblinae,has_species
Cyathea_neblinae,C3_orthotrope,has_trait
Cyathea,Cyathea_phalerata,has_species
Cyathea_phalerata,C3_orthotrope,has_trait
Cyathea,Cyathea_pilosissima,has_species
Cyathea_pilosissima,C3_orthotrope,has_trait
Cyathea,Cyathea_platylepis,has_species
Cyathea_platylepis,C3_orthotrope,has_trait
Cyathea,Cyathea_poeppigii,has_species
Cyathea_poeppigii,C3_orthotrope,has_trait
Cyathea,Cyathea_praecincta,has_species
Cyathea_praecincta,C3_orthotrope,has_trait
Cyathea,Cyathea_pseudoctenitoides,has_species
Cyathea_pseudoctenitoides,C3_orthotrope,has_trait
Cyathea,Cyathea_pungens,has_species
Cyathea_pungens,C3_orthotrope,has_trait
Cyathea,Cyathea_reginae,has_species
Cyathea_reginae,C3_orthotrope,has_trait
Cyathea,Cyathea_rufa,has_species
Cyathea_rufa,C3_orthotrope,has_trait
Cyathea,Cyathea_spectabilis,has_species
Cyathea_spectabilis,C3_orthotrope,has_trait
Cyathea,Cyathea_surinamensis,has_species
Cyathea_surinamensis,C3_orthotrope,has_trait
Cyathea,Cyathea_tatei,has_species
Cyathea_tatei,C3_orthotrope,has_trait
Cyathea,Cyathea_thysanolepis,has_species
Cyathea_thysanolepis,C3_orthotrope,has_trait
Cyathea,Cyathea_tortuosa,has_species
Cyathea_tortuosa,C3_orthotrope,has_trait
Cyathea,Cyathea_villosa,has_species
Cyathea_villosa,C3_orthotrope,has_trait
Cyathea,Cyathea_×stella-matutina,has_species
Cyathea_×stella-matutina,C3_orthotrope,has_trait
Cyperus,Cyperus_filifolius,has_species
Cyperus_filifolius,C3_orthotrope,has_trait
Davilla,Davilla_elliptica,has_species
Davilla_elliptica,C3_orthotrope,has_trait
Davilla,Davilla_grandiflora,has_species
Davilla_grandiflora,C3_orthotrope,has_trait
Davilla,Davilla_lacunosa,has_species
Davilla_lacunosa,C3_orthotrope,has_trait
Davilla,Davilla_neei,has_species
Davilla_neei,C3_orthotrope,has_trait
Davilla,Davilla_nitida,has_species
Davilla_nitida,C3_orthotrope,has_trait
Desmodium,Desmodium_cuneatum,has_species
Desmodium_cuneatum,C3_orthotrope,has_trait
Desmodium,Desmodium_guaraniticum,has_species
Desmodium_guaraniticum,C3_orthotrope,has_trait
Desmodium,Desmodium_venosum,has_species
Desmodium_venosum,C3_orthotrope,has_trait
Dichorisandra,Dichorisandra_bahiensis,has_species
Dichorisandra_bahiensis,C3_orthotrope,has_trait
Diclidanthera,Diclidanthera_penduliflora,has_species
Diclidanthera_penduliflora,C8_plagiotrope,has_trait
Dimerocostus,Dimerocostus_gutierrezii,has_species
Dimerocostus_gutierrezii,C2_volubile,has_trait
Dionaea,Dionaea_muscipula,has_species
Dionaea_muscipula,C1_rampant,has_trait
Disynaphia,Disynaphia_radula,has_species
Disynaphia_radula,C3_orthotrope,has_trait
Dorstenia,Dorstenia_acangatara,has_species
Dorstenia_acangatara,C3_orthotrope,has_trait
Dorstenia,Dorstenia_arifolia,has_species
Dorstenia_arifolia,C1_rampant,has_trait
Dorstenia,Dorstenia_bonijesu,has_species
Dorstenia_bonijesu,C3_orthotrope,has_trait
Dorstenia,Dorstenia_contrajerva,has_species
Dorstenia_contrajerva,C1_rampant,has_trait
Dorstenia,Dorstenia_grazielae,has_species
Dorstenia_grazielae,C3_orthotrope,has_trait
Dorstenia,Dorstenia_maris,has_species
Dorstenia_maris,C3_orthotrope,has_trait
Dorstenia,Dorstenia_ramosa,has_species
Dorstenia_ramosa,C3_orthotrope,has_trait
Dorstenia,Dorstenia_strangii,has_species
Dorstenia_strangii,C3_orthotrope,has_trait
Dorstenia,Dorstenia_tentaculata,has_species
Dorstenia_tentaculata,C3_orthotrope,has_trait
Doyerea,Doyerea_emetocathartica,has_species
Doyerea_emetocathartica,C6_robuste,has_trait
Drosera,Drosera_ascendens,has_species
Drosera_ascendens,C3_orthotrope,has_trait
Drosera,Drosera_camporupestris,has_species
Drosera_camporupestris,C3_orthotrope,has_trait
Drosera,Drosera_capillaris,has_species
Drosera_capillaris,C3_orthotrope,has_trait
Drosera,Drosera_cayennensis,has_species
Drosera_cayennensis,C3_orthotrope,has_trait
Drosera,Drosera_chrysolepis,has_species
Drosera_chrysolepis,C3_orthotrope,has_trait
Drosera,Drosera_communis,has_species
Drosera_communis,C3_orthotrope,has_trait
Drosera,Drosera_esmeraldae,has_species
Drosera_esmeraldae,C3_orthotrope,has_trait
Drosera,Drosera_grantsaui,has_species
Drosera_grantsaui,C3_orthotrope,has_trait
Drosera,Drosera_hirticalyx,has_species
Drosera_hirticalyx,C3_orthotrope,has_trait
Drosera,Drosera_roraimae,has_species
Drosera_roraimae,C3_orthotrope,has_trait
Eccremis,Eccremis_coarctata,has_species
Eccremis_coarctata,C3_orthotrope,has_trait
Eleocharis,Eleocharis_acutangula,has_species
Eleocharis_acutangula,C6_robuste,has_trait
Eleocharis,Eleocharis_alveolatoides,has_species
Eleocharis_alveolatoides,C3_orthotrope,has_trait
Eleocharis,Eleocharis_subarticulata,has_species
Eleocharis_subarticulata,C8_plagiotrope,has_trait
Epidendrum,Epidendrum_anceps,has_species
Epidendrum_anceps,C6_robuste,has_trait
Epidendrum,Epidendrum_nocturnum,has_species
Epidendrum_nocturnum,C3_orthotrope,has_trait
Epidendrum,Epidendrum_orchidiflorum,has_species
Epidendrum_orchidiflorum,C3_orthotrope,has_trait
Epidendrum_orchidiflorum,C8_plagiotrope,has_trait
Epistephium,Epistephium_laxiflorum,has_species
Epistephium_laxiflorum,C3_orthotrope,has_trait
Epistephium,Epistephium_sclerophyllum,has_species
Epistephium_sclerophyllum,C3_orthotrope,has_trait
Epistephium,Epistephium_subrepens,has_species
Epistephium_subrepens,C3_orthotrope,has_trait
Epistephium,Epistephium_williamsii,has_species
Epistephium_williamsii,C3_orthotrope,has_trait
Erigeron,Erigeron_karvinskianus,has_species
Erigeron_karvinskianus,C3_orthotrope,has_trait
Eryngium,Eryngium_aloifolium,has_species
Eryngium_aloifolium,C3_orthotrope,has_trait
Eryngium,Eryngium_brasiliense,has_species
Eryngium_brasiliense,C3_orthotrope,has_trait
Eryngium,Eryngium_ciliatum,has_species
Eryngium_ciliatum,C3_orthotrope,has_trait
Eryngium,Eryngium_coronatum,has_species
Eryngium_coronatum,C3_orthotrope,has_trait
Eryngium,Eryngium_divaricatum,has_species
Eryngium_divaricatum,C3_orthotrope,has_trait
Eryngium,Eryngium_dusenii,has_species
Eryngium_dusenii,C3_orthotrope,has_trait
Eryngium_dusenii,C8_plagiotrope,has_trait
Eryngium,Eryngium_eburneum,has_species
Eryngium_eburneum,C3_orthotrope,has_trait
Eryngium,Eryngium_ekmanii,has_species
Eryngium_ekmanii,C3_orthotrope,has_trait
Eryngium,Eryngium_elegans,has_species
Eryngium_elegans,C3_orthotrope,has_trait
Eryngium,Eryngium_eurycephalum,has_species
Eryngium_eurycephalum,C3_orthotrope,has_trait
Eryngium,Eryngium_falcifolium,has_species
Eryngium_falcifolium,C3_orthotrope,has_trait
Eryngium,Eryngium_fluminense,has_species
Eryngium_fluminense,C3_orthotrope,has_trait
Eryngium,Eryngium_foetidum,has_species
Eryngium_foetidum,C3_orthotrope,has_trait
Eryngium,Eryngium_glaziovianum,has_species
Eryngium_glaziovianum,C3_orthotrope,has_trait
Eryngium,Eryngium_goulartii,has_species
Eryngium_goulartii,C3_orthotrope,has_trait
Eryngium,Eryngium_horridum,has_species
Eryngium_horridum,C3_orthotrope,has_trait
Eryngium,Eryngium_irgangii,has_species
Eryngium_irgangii,C3_orthotrope,has_trait
Eryngium,Eryngium_irwinii,has_species
Eryngium_irwinii,C3_orthotrope,has_trait
Eryngium,Eryngium_juncifolium,has_species
Eryngium_juncifolium,C3_orthotrope,has_trait
Eryngium,Eryngium_koehneanum,has_species
Eryngium_koehneanum,C3_orthotrope,has_trait
Eryngium,Eryngium_malmeanum,has_species
Eryngium_malmeanum,C3_orthotrope,has_trait
Eryngium,Eryngium_megapotamicum,has_species
Eryngium_megapotamicum,C3_orthotrope,has_trait
Eryngium,Eryngium_nudicaule,has_species
Eryngium_nudicaule,C3_orthotrope,has_trait
Eryngium,Eryngium_pohlianum,has_species
Eryngium_pohlianum,C3_orthotrope,has_trait
Eryngium,Eryngium_pristis,has_species
Eryngium_pristis,C3_orthotrope,has_trait
Eryngium,Eryngium_ramboanum,has_species
Eryngium_ramboanum,C3_orthotrope,has_trait
Eryngium,Eryngium_scirpinum,has_species
Eryngium_scirpinum,C3_orthotrope,has_trait
Eryngium,Eryngium_sellowii,has_species
Eryngium_sellowii,C3_orthotrope,has_trait
Eryngium,Eryngium_serra,has_species
Eryngium_serra,C3_orthotrope,has_trait
Eryngium,Eryngium_smithii,has_species
Eryngium_smithii,C3_orthotrope,has_trait
Eryngium,Eryngium_subinerme,has_species
Eryngium_subinerme,C3_orthotrope,has_trait
Eryngium,Eryngium_urbanianum,has_species
Eryngium_urbanianum,C3_orthotrope,has_trait
Eryngium,Eryngium_zosterifolium,has_species
Eryngium_zosterifolium,C3_orthotrope,has_trait
Eugenia,Eugenia_mucugensis,has_species
Eugenia_mucugensis,C3_orthotrope,has_trait
Eupatorium,Eupatorium_lineatum,has_species
Eupatorium_lineatum,C3_orthotrope,has_trait
Euphorbia,Euphorbia_berteroana,has_species
Euphorbia_berteroana,C3_orthotrope,has_trait
Euphorbia,Euphorbia_chamaerrhodos,has_species
Euphorbia_chamaerrhodos,C3_orthotrope,has_trait
Euphorbia,Euphorbia_hirta,has_species
Euphorbia_hirta,C3_orthotrope,has_trait
Euphorbia,Euphorbia_hirtella,has_species
Euphorbia_hirtella,C3_orthotrope,has_trait
Euphorbia,Euphorbia_ophthalmica,has_species
Euphorbia_ophthalmica,C3_orthotrope,has_trait
Euphorbia,Euphorbia_tamanduana,has_species
Euphorbia_tamanduana,C3_orthotrope,has_trait
Euphorbia,Euphorbia_viscoides,has_species
Euphorbia_viscoides,C3_orthotrope,has_trait
Euryale,Euryale_ferox,has_species
Euryale_ferox,C3_orthotrope,has_trait
Glaziophyton,Glaziophyton_mirabile,has_species
Glaziophyton_mirabile,C3_orthotrope,has_trait
Gomphrena,Gomphrena_celosioides,has_species
Gomphrena_celosioides,C3_orthotrope,has_trait
Gomphrena,Gomphrena_claussenii,has_species
Gomphrena_claussenii,C3_orthotrope,has_trait
Gomphrena,Gomphrena_debilis,has_species
Gomphrena_debilis,C3_orthotrope,has_trait
Gomphrena,Gomphrena_demissa,has_species
Gomphrena_demissa,C3_orthotrope,has_trait
Gomphrena,Gomphrena_desertorum,has_species
Gomphrena_desertorum,C3_orthotrope,has_trait
Gomphrena,Gomphrena_duriuscula,has_species
Gomphrena_duriuscula,C3_orthotrope,has_trait
Gomphrena,Gomphrena_gardnerii,has_species
Gomphrena_gardnerii,C3_orthotrope,has_trait
Gomphrena,Gomphrena_globosa,has_species
Gomphrena_globosa,C3_orthotrope,has_trait
Gomphrena,Gomphrena_hatschbachiana,has_species
Gomphrena_hatschbachiana,C3_orthotrope,has_trait
Gomphrena,Gomphrena_hermogenesii,has_species
Gomphrena_hermogenesii,C3_orthotrope,has_trait
Gomphrena,Gomphrena_hillii,has_species
Gomphrena_hillii,C3_orthotrope,has_trait
Gomphrena,Gomphrena_leucocephala,has_species
Gomphrena_leucocephala,C3_orthotrope,has_trait
Gomphrena,Gomphrena_macrocephala,has_species
Gomphrena_macrocephala,C3_orthotrope,has_trait
Gomphrena,Gomphrena_matogrossensis,has_species
Gomphrena_matogrossensis,C3_orthotrope,has_trait
Gomphrena,Gomphrena_microcephala,has_species
Gomphrena_microcephala,C3_orthotrope,has_trait
Gomphrena,Gomphrena_mollis,has_species
Gomphrena_mollis,C3_orthotrope,has_trait
Gomphrena,Gomphrena_nigricans,has_species
Gomphrena_nigricans,C3_orthotrope,has_trait
Gomphrena,Gomphrena_perennis,has_species
Gomphrena_perennis,C3_orthotrope,has_trait
Gomphrena,Gomphrena_pohlii,has_species
Gomphrena_pohlii,C3_orthotrope,has_trait
Gomphrena,Gomphrena_pulchella,has_species
Gomphrena_pulchella,C3_orthotrope,has_trait
Gomphrena,Gomphrena_regeliana,has_species
Gomphrena_regeliana,C3_orthotrope,has_trait
Gomphrena,Gomphrena_rudis,has_species
Gomphrena_rudis,C3_orthotrope,has_trait
Gomphrena,Gomphrena_rupestris,has_species
Gomphrena_rupestris,C3_orthotrope,has_trait
Gomphrena,Gomphrena_schlechtendaliana,has_species
Gomphrena_schlechtendaliana,C3_orthotrope,has_trait
Gomphrena,Gomphrena_sellowiana,has_species
Gomphrena_sellowiana,C3_orthotrope,has_trait
Gomphrena,Gomphrena_virgata,has_species
Gomphrena_virgata,C3_orthotrope,has_trait
Goniopteris,Goniopteris_beckeriana,has_species
Goniopteris_beckeriana,C3_orthotrope,has_trait
Guadua,Guadua_calderoniana,has_species
Guadua_calderoniana,C6_robuste,has_trait
Guadua,Guadua_ciliata,has_species
Guadua_ciliata,C3_orthotrope,has_trait
Guadua,Guadua_magna,has_species
Guadua_magna,C3_orthotrope,has_trait
Guadua,Guadua_paraguayana,has_species
Guadua_paraguayana,C3_orthotrope,has_trait
Guadua,Guadua_superba,has_species
Guadua_superba,C3_orthotrope,has_trait
Guadua,Guadua_tagoara,has_species
Guadua_tagoara,C3_orthotrope,has_trait
Guadua,Guadua_virgata,has_species
Guadua_virgata,C3_orthotrope,has_trait
Guadua,Guadua_weberbaueri,has_species
Guadua_weberbaueri,C3_orthotrope,has_trait
Gurania,Gurania_dumortieri,has_species
Gurania_dumortieri,C6_robuste,has_trait
Gurania,Gurania_multiflora,has_species
Gurania_multiflora,C6_robuste,has_trait
Halodule,Halodule_wrightii,has_species
Halodule_wrightii,C3_orthotrope,has_trait
Halophila,Halophila_baillonis,has_species
Halophila_baillonis,C3_orthotrope,has_trait
Halophila,Halophila_decipiens,has_species
Halophila_decipiens,C3_orthotrope,has_trait
Heterocondylus,Heterocondylus_amphidyctius,has_species
Heterocondylus_amphidyctius,C3_orthotrope,has_trait
Heterocondylus,Heterocondylus_decipiens,has_species
Heterocondylus_decipiens,C3_orthotrope,has_trait
Hiptage,Hiptage_benghalensis,has_species
Hiptage_benghalensis,C6_robuste,has_trait
Houttuynia,Houttuynia_cordata,has_species
Houttuynia_cordata,C1_rampant,has_trait
Houttuynia_cordata,C3_orthotrope,has_trait
Houttuynia_cordata,C8_plagiotrope,has_trait
Hydrolea,Hydrolea_spinosa,has_species
Hydrolea_spinosa,C3_orthotrope,has_trait
Hypenia,Hypenia_brachystachys,has_species
Hypenia_brachystachys,C3_orthotrope,has_trait
Hypenia,Hypenia_concinna,has_species
Hypenia_concinna,C3_orthotrope,has_trait
Hypenia,Hypenia_densiflora,has_species
Hypenia_densiflora,C3_orthotrope,has_trait
Hypenia,Hypenia_inelegans,has_species
